Uniq Id,Crawl Timestamp,Pageurl,Title,Genres,Release Date,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget,Collection,Collection Date
bdce103d6c8ee8206477f5ef43cdd6cf,2019-05-29 12:32:00 +0000,https://www.imdb.com/title/tt6791350/,Guardians of the Galaxy Vol. 3 (2021) - IMDb,"","","","","","Directed by James Gunn. With Elizabeth Debicki, Chris Pratt, Pom Klementieff, Dave Bautista. Plot unknown. Third installment of the 'Guardians of the Galaxy' franchise.","",English,"","","",""
90bd11174adf73475d088f93a2da28da,2019-05-29 12:30:33 +0000,https://www.imdb.com/title/tt1228705/,Iron Man 2 (2010) - IMDb,Action|Adventure|Sci-Fi,7 May 2010 (USA) ,PG-13,7.0,124 min,"Directed by Jon Favreau. With Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow, Don Cheadle. With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",Robert Downey Jr.|Mickey Rourke|Gwyneth Paltrow|Don Cheadle,English|French|Russian,"D.C. Stages, 1360 East 6th Street, Downtown, Los Angeles, California, USA"," $200,000,000  ","$623,933,331,",19 August 2010
df6fc7d029a7e5c214509cbfb513d283,2019-05-29 12:31:05 +0000,https://www.imdb.com/title/tt2015381/,Guardians of the Galaxy (2014) - IMDb,Action|Adventure|Comedy|Sci-Fi,1 August 2014 (USA) ,PG-13,8.1,121 min,"Directed by James Gunn. With Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana. A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.",Chris Pratt|Vin Diesel|Bradley Cooper|Zoe Saldana,English,"Shepperton Studios, Shepperton, Surrey, England, UK"," $170,000,000  ","$774,176,600",""
4f73f64a1b559ac76448fd9347bca974,2019-05-29 12:31:37 +0000,https://www.imdb.com/title/tt1825683/,Black Panther (2018) - IMDb,Action|Adventure|Sci-Fi,16 February 2018 (USA) ,PG-13,7.3,134 min,"Directed by Ryan Coogler. With Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira. T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",Chadwick Boseman|Michael B. Jordan|Lupita Nyong'o|Danai Gurira,English|Swahili|Nama|Xhosa|Korean,"Pinewood Atlanta Studios, 461 Sandy Creek Road, Fayetteville, Georgia, USA"," $200,000,000  ","$1,347,071,259",""
35ced81a516bc02c3f303015cb7a068f,2019-05-29 12:30:49 +0000,https://www.imdb.com/title/tt1300854/,Iron Man 3 (2013) - IMDb,Action|Adventure|Sci-Fi,3 May 2013 (USA) ,PG-13,7.2,130 min,"Directed by Shane Black. With Robert Downey Jr., Guy Pearce, Gwyneth Paltrow, Don Cheadle. When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",Robert Downey Jr.|Guy Pearce|Gwyneth Paltrow|Don Cheadle,English,"Cary, North Carolina, USA"," $200,000,000  ","$1,215,439,994",""
1b678fd492c4e7e9670d9821771d4969,2019-05-29 12:30:25 +0000,https://www.imdb.com/title/tt0800080/,The Incredible Hulk (2008) - IMDb,Action|Adventure|Sci-Fi,13 June 2008 (USA) ,PG-13,6.7,112 min,"Directed by Louis Leterrier. With Edward Norton, Liv Tyler, Tim Roth, William Hurt. Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into, whenever he loses his temper.",Edward Norton|Liv Tyler|Tim Roth|William Hurt,English|Portuguese|Spanish,"Cherry Street Bridge, Toronto, Ontario, Canada"," $150,000,000  ","$263,427,551",""
430d1d4ab49d0606c260e17b0dc0bb93,2019-05-29 12:31:49 +0000,https://www.imdb.com/title/tt4154664/,Captain Marvel (2019) - IMDb,Action|Adventure|Sci-Fi,8 March 2019 (USA) ,PG-13,7.1,123 min,"Directed by Anna Boden, Ryan Fleck. With Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law. Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.",Brie Larson|Samuel L. Jackson|Ben Mendelsohn|Jude Law,English,"Los Angeles, California, USA","","$1,126,318,317,",20 May 2019
c71e93e0f4eb6e5cd73137f051262007,2019-05-29 12:30:21 +0000,https://www.imdb.com/title/tt0371746/,Iron Man (2008) - IMDb,Action|Adventure|Sci-Fi,2 May 2008 (USA) ,PG-13,7.9,126 min,"Directed by Jon Favreau. With Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges. After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Robert Downey Jr.|Gwyneth Paltrow|Terrence Howard|Jeff Bridges,English|Persian|Urdu|Arabic|Hungarian,"Palmdale Regional Airport, Palmdale, California, USA"," $140,000,000  ","$585,174,222,",2 October 2008
f59d540280f7a915c1823908ff695e14,2019-05-29 12:30:38 +0000,https://www.imdb.com/title/tt0800369/,Thor (2011) - IMDb,Action|Adventure|Fantasy|Sci-Fi,6 May 2011 (USA) ,PG-13,7.0,115 min,"Directed by Kenneth Branagh. With Chris Hemsworth, Anthony Hopkins, Natalie Portman, Tom Hiddleston. The powerful but arrogant god Thor (Chris Hemsworth) is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",Chris Hemsworth|Anthony Hopkins|Natalie Portman|Tom Hiddleston,English,"Galisteo, New Mexico, USA"," $150,000,000  ","$449,326,618",""
26f5c6056bfbbfe50d427cd97845c899,2019-05-29 12:31:19 +0000,https://www.imdb.com/title/tt3498820/,Captain America: Civil War (2016) - IMDb,Action|Adventure|Sci-Fi,6 May 2016 (USA) ,PG-13,7.8,147 min,"Directed by Anthony Russo, Joe Russo. With Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan. Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.",Chris Evans|Robert Downey Jr.|Scarlett Johansson|Sebastian Stan,English|German|Xhosa|Russian|Romanian|Hindi,"Atlanta, Georgia, USA"," $250,000,000  ","$1,153,304,495",""
e0a83f59b045382ec6c1ba15d433e6ac,2019-05-29 12:31:57 +0000,https://www.imdb.com/title/tt6320628/,Spider-Man: Far from Home (2019) - IMDb,"",2 July 2019 (USA) ,"","","","Directed by Jon Watts. With Zendaya, Tom Holland, Marisa Tomei, Jake Gyllenhaal. Following the events of Avengers: Endgame, Spider-Man must step up to take on new threats in a world that has changed forever.","",English,"Hertfordshire, England, UK","","",""
ba4864cd7af4a074c686d50b10d27081,2019-05-29 12:31:41 +0000,https://www.imdb.com/title/tt4154756/,Avengers: Infinity War (2018) - IMDb,Action|Adventure|Sci-Fi,27 April 2018 (USA) ,PG-13,8.5,149 min,"Directed by Anthony Russo, Joe Russo. With Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans. The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.",Robert Downey Jr.|Chris Hemsworth|Mark Ruffalo|Chris Evans,English,"Pinewood Atlanta Studios, 461 Sandy Creek Road, Fayetteville, Georgia, USA"," $321,000,000  ","$2,048,709,917",""
b0519038444e78605662bbe8c60241e6,2019-05-29 12:31:28 +0000,https://www.imdb.com/title/tt2250912/,Spider-Man: Homecoming (2017) - IMDb,Action|Adventure|Sci-Fi,7 July 2017 (USA) ,PG-13,7.5,133 min,"Directed by Jon Watts. With Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei. Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",Tom Holland|Michael Keaton|Robert Downey Jr.|Marisa Tomei,English|Spanish,"Atlanta, Georgia, USA"," $175,000,000  ","$880,166,924",""
7381a17aa8cc22c38d59f64661707f7e,2019-05-29 12:30:41 +0000,https://www.imdb.com/title/tt0458339/,Captain America: The First Avenger (2011) - IMDb,Action|Adventure|Sci-Fi,22 July 2011 (USA) ,PG-13,6.9,124 min,"Directed by Joe Johnston. With Chris Evans, Hugo Weaving, Samuel L. Jackson, Hayley Atwell. Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.",Chris Evans|Hugo Weaving|Samuel L. Jackson|Hayley Atwell,English|Norwegian|French,"Stanley Dock, Liverpool, Merseyside, England, UK"," $140,000,000  ","$370,569,774",""
933ae6b14ffaf74b8bca73ed012d58bc,2019-05-29 12:31:53 +0000,https://www.imdb.com/title/tt4154796/,Avengers: Endgame (2019) - IMDb,Action|Adventure|Sci-Fi,26 April 2019 (USA) ,PG-13,8.8,181 min,"Directed by Anthony Russo, Joe Russo. With Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth. After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to undo Thanos' actions and restore order to the universe.",Robert Downey Jr.|Chris Evans|Mark Ruffalo|Chris Hemsworth,English|Japanese|Xhosa,"Atlanta,Georgia,USA"," $356,000,000  ","$2,681,988,528,",26 May 2019
6741fc640e3f99f26ec52995daad681d,2019-05-29 12:31:44 +0000,https://www.imdb.com/title/tt5095030/,Ant-Man and the Wasp (2018) - IMDb,Action|Adventure|Comedy|Sci-Fi,6 July 2018 (USA) ,PG-13,7.1,118 min,"Directed by Peyton Reed. With Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins. As Scott Lang balances being both a Super Hero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",Paul Rudd|Evangeline Lilly|Michael Peña|Walton Goggins,English|Spanish,"Atlanta, Georgia, USA"," $162,000,000  ","$622,674,139",""
29cc4249b55b30ca7e639b41009b3455,2019-05-29 12:31:14 +0000,https://www.imdb.com/title/tt0478970/,Ant-Man (2015) - IMDb,Action|Adventure|Comedy|Sci-Fi,17 July 2015 (USA) ,PG-13,7.3,117 min,"Directed by Peyton Reed. With Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly. Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",Paul Rudd|Michael Douglas|Corey Stoll|Evangeline Lilly,English,"Pinewood Atlanta Studios, 461 Sandy Creek Road, Fayetteville, Georgia, USA"," $130,000,000  ","$519,445,163",""
0429dc85c3f66514dd8112bc8e9e7ecb,2019-05-29 12:30:51 +0000,https://www.imdb.com/title/tt1981115/,Thor: The Dark World (2013) - IMDb,Action|Adventure|Fantasy,8 November 2013 (USA) ,PG-13,6.9,112 min,"Directed by Alan Taylor. With Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård. When Dr. Jane Foster (Natalie Portman) gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves.",Chris Hemsworth|Natalie Portman|Tom Hiddleston|Stellan Skarsgård,English,"Shepperton Studios, Shepperton, Surrey, England, UK"," $170,000,000  ","$644,783,140",""
e327cf010098e34a5f9d69d2490b7450,2019-05-29 12:30:55 +0000,https://www.imdb.com/title/tt1843866/,Captain America: The Winter Soldier (2014) - IMDb,Action|Adventure|Sci-Fi|Thriller,4 April 2014 (USA) ,PG-13,7.8,136 min,"Directed by Anthony Russo, Joe Russo. With Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford. As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",Chris Evans|Samuel L. Jackson|Scarlett Johansson|Robert Redford,English|French,"Los Angeles, California, USA"," $170,000,000  ","$714,766,572",""
35fe4557f4bf5da8479885aa4da464f2,2019-05-29 12:31:10 +0000,https://www.imdb.com/title/tt2395427/,Avengers: Age of Ultron (2015) - IMDb,Action|Adventure|Sci-Fi,1 May 2015 (USA) ,PG-13,7.3,141 min,"Directed by Joss Whedon. With Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth. When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",Robert Downey Jr.|Chris Evans|Mark Ruffalo|Chris Hemsworth,English|Korean,"Shepperton Studios, Shepperton, Surrey, England, UK"," $250,000,000  ","$1,405,413,868",""
b74afc0a703201c2beba2ccce2ec8f6a,2019-05-29 12:31:25 +0000,https://www.imdb.com/title/tt3896198/,Guardians of the Galaxy Vol. 2 (2017) - IMDb,Action|Adventure|Comedy|Sci-Fi,5 May 2017 (USA) ,PG-13,7.7,136 min,"Directed by James Gunn. With Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel. The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel,English,"Atlanta, Georgia, USA"," $200,000,000  ","$863,756,051",""
19d5d860edf30b1b8cae839904dc9608,2019-05-29 12:31:33 +0000,https://www.imdb.com/title/tt3501632/,Thor: Ragnarok (2017) - IMDb,Action|Adventure|Comedy|Fantasy|Sci-Fi,3 November 2017 (USA) ,PG-13,7.9,130 min,"Directed by Taika Waititi. With Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Mark Ruffalo. Thor (Chris Hemsworth) is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela (Cate Blanchett).",Chris Hemsworth|Tom Hiddleston|Cate Blanchett|Mark Ruffalo,English,"Village Roadshow Studios, Oxenford, Queensland, Australia"," $180,000,000  ","$853,977,126",""
df78fc064f82c61c69ae884b50e46d2e,2019-05-29 12:31:22 +0000,https://www.imdb.com/title/tt1211837/,Doctor Strange (2016) - IMDb,Action|Adventure|Fantasy|Sci-Fi,4 November 2016 (USA) ,PG-13,7.5,115 min,"Directed by Scott Derrickson. With Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong. While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",Benedict Cumberbatch|Chiwetel Ejiofor|Rachel McAdams|Benedict Wong,English,"New York City, New York, USA"," $165,000,000  ","$677,718,395",""
ca316d58a14a9a1a0ded9dedd8cd620d,2019-05-29 12:30:44 +0000,https://www.imdb.com/title/tt0848228/,The Avengers (2012) - IMDb,Action|Adventure|Sci-Fi,4 May 2012 (USA) ,PG-13,8.1,143 min,"Directed by Joss Whedon. With Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner. Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.",Robert Downey Jr.|Chris Evans|Scarlett Johansson|Jeremy Renner,English|Russian|Hindi,"Pittsburgh, Pennsylvania, USA"," $220,000,000  ","$1,519,557,910",""
